contest,fips,geo_name,year,month,votes,vote_share,incumbent,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,loc_per_wmn,loc_per_white,loc_per_black,loc_per_hisp,loc_per_asian,candidate_count
107000_2011_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2011,8.0,263.0,0.02,0.0,lose,1,0.16,0.84,R,,,,0.08,0.82,0.08,0.02,0.0,caucasian,,112294734.0,0.531574753455311,0.226210563376778,0.730491897203348,0.0365311810733301,0.0288287870604523,5
107000_2011_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2011,8.0,158.0,0.01,0.0,lose,1,0.07,0.93,R,1.0,0.0,M,0.34,0.64,0.02,0.0,0.0,caucasian,,111920441.0,0.531574753455311,0.226210563376778,0.730491897203348,0.0365311810733301,0.0288287870604523,5
107000_2011_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2011,8.0,617.0,0.04,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.6,0.18,0.1,0.12,0.0,black,,3756304659.0,0.531574753455311,0.226210563376778,0.730491897203348,0.0365311810733301,0.0288287870604523,5
107000_2013_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2013,8.0,2353.0,0.09,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.6,0.18,0.1,0.12,0.0,black,,3756304659.0,0.530819286209684,0.233299349398038,0.723390484977834,0.0369954571181323,0.0248194510761443,4
107000_2013_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2013,8.0,2656.0,0.1,0.0,lose,1,0.73,0.27,D,0.99,0.01,M,0.96,0.04,0.0,0.0,0.0,black,,,0.530819286209684,0.233299349398038,0.723390484977834,0.0369954571181323,0.0248194510761443,4
107000_2013_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2013,8.0,997.0,0.04,0.0,lose,1,0.85,0.15,D,0.0,1.0,F,0.23,0.73,0.03,0.01,0.0,caucasian,,,0.530819286209684,0.233299349398038,0.723390484977834,0.0369954571181323,0.0248194510761443,4
107000_2017_10_birmingham_AL_Mayor_mayor_1,107000,birmingham,2017,10.0,24922.0,0.59,0.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.65,111808474.0,0.529308351718429,0.24747692144056,0.709187660526808,0.0379240092077369,0.0168007791075284,2
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,237.0,0.01,0.0,lose,1,,,,,,,0.96,0.03,0.0,0.0,0.0,black,,,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,1563.0,0.04,0.0,lose,1,,,,,,,,,,,,,,2288641665.0,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,149.0,0.0,0.0,lose,1,,,,0.97,0.03,M,0.94,0.06,0.0,0.0,0.0,black,,,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,3356.0,0.09,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.74,2335672488.0,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,7627.0,0.21,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,-0.51,5000003254149248.0,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,120.0,0.0,0.0,lose,1,,,,,,,,,,,,,,,,,,,,8
107000_2021_8_birmingham_AL_Mayor_mayor_1,107000,birmingham,2021,8.0,47.0,0.0,0.0,lose,1,0.07,0.93,R,0.97,0.03,M,0.09,0.14,0.73,0.03,0.0,hispanic,0.91,36175964856.0,,,,,,8
1077580_1996_11_wilmington_DE_Mayor_mayor_1,1077580,wilmington,1996,11.0,8940.0,0.39,0.0,lose,1,0.0,1.0,R,0.95,0.05,M,0.08,0.91,0.01,0.01,0.0,caucasian,,,0.527757432424667,0.381639639828792,0.54795597005825,0.0873856706144507,0.0562462080164897,2
1077580_2004_11_wilmington_DE_Mayor_mayor_1,1077580,wilmington,2004,11.0,7190.0,0.27,0.0,lose,1,0.0,1.0,R,0.99,0.01,M,0.94,0.04,0.01,0.01,0.0,black,,3818426523.0,0.523652161373564,0.343422143007313,0.570741468575565,0.108636328075228,0.0604745328482356,2
1150000_2002_11_washington_DC_Mayor_mayor_1,1150000,washington,2002,11.0,702.0,0.01,0.0,lose,1,,,,1.0,0.0,M,0.08,0.81,0.09,0.02,0.0,caucasian,,,0.528833808663705,0.323205768216132,0.581524219053626,0.0810622541320652,0.067624312925083,5
1150000_2002_11_washington_DC_Mayor_mayor_1,1150000,washington,2002,11.0,45407.0,0.35,0.0,lose,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.21,5000002530789195.0,0.528833808663705,0.323205768216132,0.581524219053626,0.0810622541320652,0.067624312925083,5
1150000_2002_11_washington_DC_Mayor_mayor_1,1150000,washington,2002,11.0,3240.0,0.02,0.0,lose,1,,,,1.0,0.0,M,0.02,0.93,0.05,0.0,0.0,caucasian,,,0.528833808663705,0.323205768216132,0.581524219053626,0.0810622541320652,0.067624312925083,5
1150000_2002_11_washington_DC_Mayor_mayor_1,1150000,washington,2002,11.0,1150.0,0.01,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.17,0.8,0.03,0.0,0.0,caucasian,-1.09,5000004067305574.0,0.528833808663705,0.323205768216132,0.581524219053626,0.0810622541320652,0.067624312925083,5
1150000_2018_11_washington_DC_Mayor_mayor_1,1150000,washington,2018,11.0,15478.0,0.07,0.0,lose,1,0.15,0.85,R,1.0,0.0,M,0.03,0.97,0.0,0.0,0.0,caucasian,,,0.525969981947,0.407080734616827,0.471931170773017,0.106192639912955,0.0470671631977481,4
1150000_2018_11_washington_DC_Mayor_mayor_1,1150000,washington,2018,11.0,7569.0,0.04,0.0,lose,1,0.7,0.3,D,0.99,0.01,M,0.65,0.32,0.01,0.01,0.0,black,-0.24,3095055092.0,0.525969981947,0.407080734616827,0.471931170773017,0.106192639912955,0.0470671631977481,4
1150000_2018_11_washington_DC_Mayor_mayor_1,1150000,washington,2018,11.0,20950.0,0.1,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.03,0.97,0.0,0.0,0.0,caucasian,-1.0,5000036020973944.0,0.525969981947,0.407080734616827,0.471931170773017,0.106192639912955,0.0470671631977481,4
120104_2008_8_decatur_AL_Mayor_mayor_1,120104,decatur,2008,8.0,5225.0,0.52,0.0,win,1,0.11,0.89,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.519091346386156,0.68311761975624,0.212485195605757,0.11014806567288,0.0774538269751755,2
1207300_1993_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1993,3.0,2792.0,0.19,0.0,lose,1,0.19,0.81,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.48,3130058116.0,0.517693350742129,0.932907627132114,0.031583812968883,0.0646530895458782,0.0288121865778927,3
1207300_1993_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1993,3.0,5981.0,0.41,0.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.517693350742129,0.932907627132114,0.031583812968883,0.0646530895458782,0.0288121865778927,3
1207300_1995_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1995,3.0,1940.0,0.14,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.516218899039306,0.925658508630064,0.0332984189564646,0.0704820080215081,0.0303594770335376,3
1207300_1995_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1995,3.0,6625.0,0.46,0.0,win,1,0.0,1.0,R,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.21,5000002781916440.0,0.516218899039306,0.925658508630064,0.0332984189564646,0.0704820080215081,0.0303594770335376,3
1207300_1997_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1997,3.0,2305.0,0.24,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.14,0.84,0.01,0.01,0.0,caucasian,0.92,3065025238.0,0.514744447336483,0.918409390128014,0.0350130249440462,0.0763109264971379,0.0319067674891825,2
1207300_1999_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,1999,3.0,2639.0,0.23,0.0,lose,1,0.45,0.55,R,1.0,0.0,M,0.12,0.71,0.16,0.01,0.0,caucasian,0.46,3783663382.0,0.51326999563366,0.911160271625965,0.0367276309316278,0.0821398449727677,0.0334540579448275,2
1207300_2005_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,2005,3.0,1862.0,0.17,0.0,lose,1,0.04,0.96,R,1.0,0.0,M,0.2,0.77,0.02,0.01,0.0,caucasian,,2358680704.0,0.511705289052656,0.896191308647419,0.0449264607061921,0.10189889350258,0.0393967693984399,2
1207300_2011_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,2011,3.0,669.0,0.15,0.0,lose,1,,,,0.02,0.98,F,0.0,0.99,0.0,0.0,0.0,caucasian,,,0.511784528249981,0.883012191856397,0.0515719065123077,0.121398005529196,0.0430456004017748,2
1207300_2017_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,2017,3.0,5331.0,0.45,0.0,lose,1,0.15,0.85,R,1.0,0.0,M,0.02,0.89,0.09,0.0,0.0,caucasian,,,0.517224847811484,0.872003913475395,0.0473954206643603,0.137325141936908,0.0339241890670449,2
1207300_2020_3_boca raton_FL_Mayor_mayor_1,1207300,boca raton,2020,3.0,1693.0,0.11,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.01,0.98,0.01,0.0,0.0,caucasian,,,0.519945007592235,0.866499774284894,0.0453071777403866,0.145288710140764,0.0293634833996799,2
1207950_1995_NA_bradenton_FL_Mayor_mayor_1,1207950,bradenton,1995,,706.0,0.12,0.0,lose,1,0.74,0.26,D,0.99,0.01,M,0.01,0.99,0.0,0.0,0.0,caucasian,,3272163349.0,0.530368155642197,0.805163825343852,0.147648908654702,0.083252043141026,0.0362656145551274,2
1207950_2003_NA_bradenton_FL_Mayor_mayor_1,1207950,bradenton,2003,,4324.0,0.49,0.0,lose,1,0.13,0.87,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.4,3124075370.0,0.52803964922309,0.76675156233076,0.15354504705897,0.129825018178637,0.0573385349151289,2
1210275_1996_11_cape coral_FL_Mayor_mayor_1,1210275,cape coral,1996,11.0,16601.0,0.43,0.0,lose,1,0.97,0.03,D,1.0,0.0,M,0.03,0.92,0.05,0.0,0.0,caucasian,,,0.516327141719253,0.947901295203245,0.0160447942984008,0.0646464728391748,0.0244712458000288,2
1210275_2005_4_cape coral_FL_Mayor_mayor_1,1210275,cape coral,2005,4.0,9025.0,0.59,0.0,win,1,0.65,0.35,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.86,3732294937.0,0.513416129166012,0.905817180651429,0.0313681423090053,0.138917973282475,0.0404501086434957,2
1210275_2013_11_cape coral_FL_Mayor_mayor_1,1210275,cape coral,2013,11.0,8022.0,0.5,0.0,win,1,0.74,0.26,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.79,5000033681730327.0,0.50943943800054,0.885512685968166,0.0455983184741,0.198920346780669,0.0397977799048763,2
121184_1993_7_dothan_AL_Mayor_mayor_1,121184,dothan,1993,7.0,1477.0,0.21,0.0,lose,1,0.06,0.94,R,1.0,0.0,M,0.35,0.64,0.01,0.0,0.0,caucasian,0.37,29325976565.0,0.530654291356606,0.70242911745123,0.281552235896445,0.0086591199982359,0.0105426285781487,2
121184_1997_7_dothan_AL_Mayor_mayor_1,121184,dothan,1997,7.0,5628.0,0.52,0.0,win,1,0.67,0.33,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.530709845531509,0.685770822529858,0.292726239751828,0.0112724319735907,0.0121093412212761,2
121184_2001_7_dothan_AL_Mayor_mayor_1,121184,dothan,2001,7.0,2614.0,0.25,0.0,lose,1,,,,0.97,0.03,M,0.09,0.83,0.06,0.02,0.0,caucasian,,,0.530336064455847,0.669003623524478,0.303535460097607,0.0147933199562738,0.0142431007080732,2
121184_2005_7_dothan_AL_Mayor_mayor_1,121184,dothan,2005,7.0,6027.0,0.58,0.0,win,1,0.01,0.99,R,0.46,0.54,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.92,2362674124.0,0.528674277628491,0.65190971226707,0.313250329914574,0.0210369359609417,0.0180780007258794,2
1212875_2020_3_clearwater_FL_Mayor_mayor_1,1212875,clearwater,2020,3.0,5727.0,0.24,0.0,lose,1,0.9,0.1,D,0.0,1.0,F,0.0,0.99,0.01,0.0,0.0,caucasian,-0.2,5000030223938712.0,0.522321312272597,0.798304952283365,0.1085455761165,0.174602071917957,0.0261638256671211,4
1212875_2020_3_clearwater_FL_Mayor_mayor_1,1212875,clearwater,2020,3.0,1133.0,0.05,0.0,lose,1,0.11,0.89,R,0.99,0.01,M,0.04,0.95,0.0,0.0,0.0,caucasian,,,0.522321312272597,0.798304952283365,0.1085455761165,0.174602071917957,0.0261638256671211,4
1212875_2020_3_clearwater_FL_Mayor_mayor_1,1212875,clearwater,2020,3.0,3862.0,0.16,0.0,lose,1,0.08,0.92,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.72,3127074104.0,0.522321312272597,0.798304952283365,0.1085455761165,0.174602071917957,0.0261638256671211,4
1214400_2019_3_coral springs_FL_Mayor_mayor_1,1214400,coral springs,2019,3.0,2290.0,0.3,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.81,0.17,0.01,0.01,0.0,black,-0.82,5000035225857977.0,0.523031544827633,0.660498535807732,0.216331683547782,0.287856380066983,0.0578425670549855,3
1214400_2019_3_coral springs_FL_Mayor_mayor_1,1214400,coral springs,2019,3.0,3076.0,0.4,0.0,win,1,0.97,0.03,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.18,4636047206.0,0.523031544827633,0.660498535807732,0.216331683547782,0.287856380066983,0.0578425670549855,3
1216475_2009_3_davie_FL_Mayor_mayor_1,1216475,davie,2009,3.0,3359.0,0.51,0.0,win,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.02,5000002516787620.0,0.515284103117077,0.80782910461862,0.0769689257758099,0.281130511383268,0.0814929462618468,2
1216475_2012_3_davie_FL_Mayor_mayor_1,1216475,davie,2012,3.0,2409.0,0.39,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.04,0.95,0.01,0.0,0.0,caucasian,,,0.514350935831344,0.787165077915513,0.0820251228799906,0.312817105022201,0.0794354431854321,2
1216525_2005_11_daytona beach_FL_Mayor_mayor_1,1216525,daytona beach,2005,11.0,4175.0,0.43,0.0,lose,1,0.82,0.18,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3428186737.0,0.500507990923269,0.600699208598501,0.340640827623456,0.0481832035720949,0.0348467638142962,2
1216725_2005_3_deerfield beach_FL_Mayor_mayor_1,1216725,deerfield beach,2005,3.0,4194.0,0.39,0.0,lose,1,1.0,0.0,D,0.02,0.98,F,0.1,0.89,0.0,0.0,0.0,caucasian,,5000026591939184.0,0.525698243076684,0.715125865934091,0.208166868012725,0.114470979498869,0.0473670208615168,2
1217200_2001_NA_deltona_FL_Mayor_mayor_1,1217200,deltona,2001,,2179.0,0.25,0.0,lose,1,0.98,0.02,D,1.0,0.0,M,0.01,0.0,0.99,0.0,0.0,hispanic,-0.13,2327672995.0,0.514374770907856,0.835859001946629,0.0736247927028599,0.195177606710156,0.0618794111067363,2
1224000_2000_3_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2000,3.0,4590.0,0.2,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.67,0.31,0.01,0.01,0.0,black,,,0.476197037999436,0.642670131301797,0.288785212307329,0.0945294198704699,0.0283667001318924,2
1224000_2003_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2003,2.0,413.0,0.02,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.02,0.84,0.14,0.0,0.0,caucasian,,,0.47495258576672,0.63777576236395,0.295020039683333,0.107407657484344,0.0319204161452122,3
1224000_2003_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2003,2.0,6502.0,0.36,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.47495258576672,0.63777576236395,0.295020039683333,0.107407657484344,0.0319204161452122,3
1224000_2006_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2006,2.0,471.0,0.05,0.0,lose,1,,,,1.0,0.0,M,0.01,0.97,0.01,0.0,0.0,caucasian,,,0.473708133534004,0.632881393426103,0.301254867059337,0.120285895098217,0.035474132158532,3
1224000_2006_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2006,2.0,3173.0,0.31,0.0,lose,1,0.98,0.02,D,1.0,0.0,M,0.08,0.92,0.01,0.0,0.0,caucasian,,,0.473708133534004,0.632881393426103,0.301254867059337,0.120285895098217,0.035474132158532,3
1224000_2012_1_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2012,1.0,3253.0,0.2,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.03,0.95,0.02,0.0,0.0,caucasian,-0.56,3784686335.0,0.473237678751932,0.623446827128284,0.312046683703359,0.146937810832329,0.0354432367561653,3
1224000_2012_1_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2012,1.0,741.0,0.05,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.02,0.89,0.07,0.01,0.0,caucasian,,,0.473237678751932,0.623446827128284,0.312046683703359,0.146937810832329,0.0354432367561653,3
1224000_2015_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2015,2.0,1226.0,0.16,0.0,lose,1,,,,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.475020901044256,0.619083715557252,0.315764753917384,0.16115920920575,0.0282894616259754,3
1224000_2015_2_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2015,2.0,1031.0,0.13,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.03,0.95,0.02,0.0,0.0,caucasian,-0.56,3784686335.0,0.475020901044256,0.619083715557252,0.315764753917384,0.16115920920575,0.0282894616259754,3
1224000_2020_11_fort lauderdale_FL_Mayor_mayor_1,1224000,fort lauderdale,2020,11.0,36568.0,0.43,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.35,0.64,0.01,0.0,0.0,caucasian,-0.3,3816417415.0,0.47799293819813,0.611811862938864,0.321961537607426,0.184861539828118,0.016366503075659,2
1225175_2007_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2007,3.0,1986.0,0.27,0.0,lose,1,,,,1.0,0.0,M,0.4,0.6,0.0,0.0,0.0,caucasian,,,0.514384998265797,0.65947402104277,0.230568504678379,0.0889382134028655,0.0799045678149857,2
1225175_2013_4_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2013,4.0,7267.0,0.55,0.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.84,2851943806.0,0.517388031428236,0.650633226799479,0.226124841969238,0.105311497737843,0.083580507612046,2
1225175_2016_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2016,3.0,16384.0,0.57,0.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.42,5000003186125297.0,0.518974399862118,0.652111621426289,0.222462141921331,0.111012206920433,0.0786234531030504,3
1225175_2016_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2016,3.0,1002.0,0.03,0.0,lose,1,0.0,1.0,R,0.99,0.01,M,0.01,0.99,0.0,0.0,0.0,caucasian,,,0.518974399862118,0.652111621426289,0.222462141921331,0.111012206920433,0.0786234531030504,3
1225175_2019_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2019,3.0,1806.0,0.16,0.0,lose,1,0.92,0.08,D,0.02,0.98,F,0.02,0.98,0.0,0.0,0.0,caucasian,,,0.520560768295999,0.653590016053099,0.218799441873424,0.116712916103022,0.0736663985940549,4
1225175_2019_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2019,3.0,478.0,0.04,0.0,lose,1,,,,0.32,0.68,F,0.15,0.84,0.0,0.01,0.0,caucasian,,,0.520560768295999,0.653590016053099,0.218799441873424,0.116712916103022,0.0736663985940549,4
1225175_2019_3_gainesville_FL_Mayor_mayor_1,1225175,gainesville,2019,3.0,2139.0,0.18,0.0,lose,1,0.8,0.2,D,0.09,0.91,F,0.32,0.61,0.06,0.01,0.0,caucasian,-1.24,5000035677899483.0,0.520560768295999,0.653590016053099,0.218799441873424,0.116712916103022,0.0736663985940549,4
1230000_1993_11_hialeah_FL_Mayor_mayor_1,1230000,hialeah,1993,11.0,14267.0,0.5,0.0,lose,1,0.0,1.0,R,0.97,0.03,M,0.2,0.39,0.31,0.1,0.0,caucasian,0.97,3723254204.0,0.521398185567768,0.893546155801802,0.0207631101965968,0.884067713762492,0.0739370347392592,2
1230000_1994_12_hialeah_FL_Mayor_mayor_1,1230000,hialeah,1994,12.0,14689.0,0.48,0.0,lose,1,0.0,1.0,R,0.97,0.03,M,0.2,0.39,0.31,0.1,0.0,caucasian,0.97,3723254204.0,0.521064760887944,0.891628202771303,0.0212374755813775,0.886826992746279,0.0717907298363842,2
1230000_1997_11_hialeah_FL_Mayor_mayor_1,1230000,hialeah,1997,11.0,175.0,0.0,0.0,lose,1,0.79,0.21,D,1.0,0.0,M,0.85,0.14,0.0,0.0,0.0,black,,107644480.0,0.52006448684847,0.885874343679805,0.0226605717357199,0.89510482969764,0.0653518151277593,4
