,geo_name,year,month,candidate_count,winner,pid_est,gender_est,race_est,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,challenger_win
57,Houston,1995,November,3,1,Democrat,Male,Caucasian,0.50223356300733,0.509793060227104,0.266998272141359,0.325191083876949,0.204016321119221,0
58,San Jose,2010,June,4,1,Democrat,Male,Caucasian,0.497148873821017,0.427549469206357,0.0319702476473188,0.331559440219379,0.481957667594842,0
59,Houston,2007,November,3,1,Democrat,Male,Caucasian,0.498930013072328,0.501408038721321,0.242133695433823,0.418867951340409,0.217852372877415,0
60,Virginia Beach,2016,November,4,1,Republican,Male,Caucasian,0.509193872812632,0.668553615406616,0.192574898311381,0.0754972776923694,0.0730763961736858,0
61,Jacksonville,2015,May,2,0,Democrat,Male,Black,0.515582505963655,0.588313524732583,0.308334179110563,0.0883822446263253,0.0566661669930617,1
62,Houston,2013,November,9,1,Democrat,Female,Caucasian,0.498969428856896,0.524659653821978,0.23396156446878,0.441529378229579,0.172677456842221,0
63,Seattle,2013,November,2,0,Democrat,Male,Caucasian,0.498568351539741,0.688240886737502,0.0775651221147695,0.0663570435763571,0.162941919971541,1
64,Honolulu,2000,September,8,1,Democrat,Male,Caucasian,0.508611434736868,0.196667895398176,0.0162461624562433,0.0436666065754177,0.635970801034287,0
65,Memphis,1995,October,4,1,Democrat,Male,Black,0.529902177533363,0.392114358959696,0.581258933783525,0.0185065681624584,0.0196835113765565,0
67,New Orleans,1998,February,3,1,Democrat,Male,Black,0.532237748561502,0.294257516351296,0.661855820257608,0.0314093931469299,0.0317101205864413,0
69,San Diego,2008,June,5,1,Republican,Male,Caucasian,0.494915114454373,0.591499935316675,0.0695453203371729,0.280888217207415,0.282547520462255,0
70,Denver,2019,June,2,1,Democrat,Male,Black,0.499331219244402,0.753940450478306,0.0934216984513069,0.300880568633101,0.0487311661896856,0
71,Sacramento,2020,March,3,1,Democrat,Male,Caucasian,0.510534406004831,0.463451979318468,0.131762920967001,0.2886271534945,0.188844748767293,0
72,Winston-Salem,2016,November,2,1,Democrat,Male,Caucasian,0.530422286619703,0.544516732029917,0.347966018794629,0.148670359240838,0.060071762706801,0
74,Winston-Salem,2020,November,2,1,Democrat,Male,Caucasian,0.530581897876001,0.566089752780452,0.348839686213465,0.149785961534523,0.0250496692132806,0
75,Phoenix,2015,August,3,1,Democrat,Male,Caucasian,0.500074651456826,0.693618692153672,0.0679566134738276,0.417117135441479,0.128022615969088,0
76,Jacksonville,2019,March,4,1,Republican,Male,Caucasian,0.515784460813919,0.583439875801809,0.309271744257799,0.0972859122742718,0.0494480652789628,0
77,Oakland,2018,November,10,1,Democrat,Female,Caucasian,0.516652681063214,0.352908960038296,0.246045230508826,0.267022005788949,0.186169198758747,0
78,San Francisco,1995,December,2,0,Democrat,Male,Caucasian,0.495483181554321,0.516122645802754,0.0935428635260495,0.140049995329414,0.364314655067933,1
79,Milwaukee,1996,March,2,1,Democrat,Male,Caucasian,0.524148861258746,0.553380135673541,0.345864428145301,0.0971069232305485,0.0755544669737446,0
80,Baton Rouge,2004,November,2,0,Republican,Male,Caucasian,0.522466664110894,0.431685077162488,0.518257611789073,0.0236577321678613,0.0372481520173162,1
81,Washington,2002,November,5,1,Democrat,Male,Black,0.528833808663705,0.323205768216132,0.581524219053626,0.0810622541320652,0.067624312925083,0
82,Columbus,1995,November,2,1,Republican,Male,Caucasian,0.515523215961411,0.711781953241337,0.235098883952474,0.0176035019871531,0.0372573979163506,0
83,San Antonio,1993,May,4,1,Democrat,Male,Caucasian,0.517917793263471,0.7086961124806,0.0697502018027677,0.565093135555857,0.205597487770501,0
84,Jacksonville,2007,March,2,1,Republican,Male,Caucasian,0.515430975846365,0.609516226128633,0.302089031290798,0.0665537352019345,0.0584985876794545,0
86,Cleveland,1993,November,2,1,Democrat,Male,Black,0.52952684764607,0.470919341094354,0.47887724077193,0.0538925387923707,0.0404161642977995,0
87,Denver,2015,May,4,1,Democrat,Male,Black,0.499621049678475,0.725216612290392,0.0973963705290379,0.308574186862001,0.0953741433626824,0
88,Baton Rouge,2008,October,4,1,Democrat,Male,Black,0.520115271702988,0.406351832682262,0.536322086951541,0.0301175256302647,0.0430633180545956,0
89,Baton Rouge,1996,September,2,1,Republican,Male,Caucasian,0.525804099008237,0.48999646291926,0.475664665519062,0.016590314849241,0.026946121081351,0
90,Memphis,1999,October,15,1,Democrat,Male,Black,0.527401140013672,0.353738054071588,0.607509131780548,0.0274724257690861,0.027513382786002,0
91,Columbus,2019,November,1,1,Democrat,Male,Caucasian,0.51081366851187,0.589174278452697,0.288884983334321,0.0611603715259464,0.0593578108662728,0
92,Phoenix,2007,September,3,1,Democrat,Male,Caucasian,0.49638082813368,0.674161409806689,0.060636309479351,0.38781410535549,0.208298929227812,0
93,Columbus,2003,November,33,1,Democrat,Male,Black,0.513224562076644,0.659907175897503,0.25520991987694,0.0340980341702535,0.0535553499521707,0
94,Detroit,2017,November,2,1,Democrat,Male,Caucasian,0.526254689407989,0.134707193807281,0.796361934611455,0.0742158213833006,0.0240024180185216,0
95,Memphis,2003,October,8,1,Democrat,Male,Black,0.526360574771096,0.329070470484098,0.619845833028522,0.0402747798912382,0.0376073149628764,0
97,Charlotte,2019,November,2,1,Democrat,Female,Black,0.519173728630282,0.489396156640337,0.352052965825991,0.141588475607004,0.0705845015483587,0
98,Boston,2017,November,3,1,Democrat,Male,Caucasian,0.520238917110792,0.531478019192687,0.249667449067094,0.191276995122822,0.119884975208588,0
99,Memphis,2007,October,14,1,Democrat,Male,Black,0.525806833620893,0.308972460663479,0.627544702026813,0.054355966185232,0.0484559340622272,0
100,Colorado Springs,2019,April,4,1,Republican,Male,Caucasian,0.501016557640829,0.78504208460914,0.0649386770743237,0.17472948192338,0.0349188412712154,0
101,Columbus,2007,November,2,1,Democrat,Male,Black,0.512384759378324,0.633993051499278,0.269282570763782,0.0468204790072065,0.0628300906636008,0
103,Boston,2001,November,2,1,Democrat,Male,Caucasian,0.518857400102188,0.544213682300128,0.252286678257954,0.147459807779978,0.156026032343719,0
104,Denver,2007,May,2,1,Democrat,Male,Caucasian,0.498425689912272,0.678419726278971,0.105000951164389,0.317771312767434,0.163136892242985,0
105,Cleveland,1997,November,2,1,Democrat,Male,Black,0.527765950310055,0.438932889101175,0.49660609684753,0.064577669785175,0.0457431563961408,0
106,Virginia Beach,2008,November,4,0,Democrat,Unknown,Caucasian,0.509311329612245,0.684692776954321,0.194864251621672,0.061302316744825,0.0788633002480103,1
107,Sacramento,2008,November,2,0,Democrat,Female,Caucasian,0.513348033899998,0.4567281748468,0.148131719275311,0.25806966559911,0.31384040006038,1
108,Denver,1995,June,2,1,Democrat,Male,Black,0.50411914085689,0.687057162600961,0.11978130328991,0.273215819032555,0.162090302178039,0
109,Scottsdale,2016,November,2,1,Republican,Unknown,Caucasian,0.511144236518746,0.885745818837428,0.0176232196222234,0.0967129242165458,0.0530955949799543,0
111,Baton Rouge,2020,December,2,1,Democrat,Unknown,Black,0.521099804148134,0.386823050738571,0.546582853369857,0.036564963484111,0.0349098144537785,0
112,Milwaukee,2008,April,2,1,Democrat,Male,Caucasian,0.518474742259685,0.458167212422126,0.39446683974858,0.162538745258532,0.106609168404541,0
114,Boston,2005,November,3,1,Democrat,Male,Caucasian,0.519720810074356,0.542004316487734,0.248419528733946,0.159583347749553,0.16396527080114,0
115,Boston,2009,November,3,1,Democrat,Male,Caucasian,0.520584220046523,0.539794950675339,0.244552379209938,0.171706887719129,0.171904509258561,0
117,Charlotte,2001,November,2,1,Republican,Male,Caucasian,0.510714245162929,0.574252899429753,0.329521619217787,0.0793142034556507,0.0750240906076987,0
118,Richmond,2012,November,2,1,Democrat,Male,Black,0.523899925243579,0.417225258610063,0.498556235908406,0.063976482329887,0.0521439625951912,0
119,Pittsburgh,1997,November,3,1,Democrat,Male,Caucasian,0.527798646093564,0.689783235889549,0.267220387493735,0.0120711577191056,0.0298335944156493,0
120,San Antonio,2019,June,2,1,Democrat,Male,Asian,0.506843299026089,0.795627896779596,0.0694631065979633,0.641314265924515,0.0416595908443908,0
121,Tucson,2015,November,1,1,Democrat,Male,Caucasian,0.503875293870776,0.708890015023437,0.0509749739973567,0.425971482640086,0.107856866475831,0
122,Bakersfield,2020,March,5,1,Republican,Female,Asian,0.505812122767698,0.676548025095457,0.0761886869339035,0.502157881227889,0.0742464615246205,0
123,Cleveland,2009,November,2,1,Democrat,Male,Caucasian,0.521066840395396,0.377006067418804,0.531074948108887,0.0969246130380622,0.0615596545953308,0
124,Mesa,2020,August,2,1,Republican,Male,Caucasian,0.506017369727047,0.815352597454575,0.0418334267189626,0.276809013047306,0.0222804770671576,0
125,Houston,2011,November,6,1,Democrat,Female,Caucasian,0.498452510740989,0.511638397351848,0.236271742864451,0.439210900794774,0.202665976239321,0
126,Memphis,2019,October,11,1,Democrat,Male,Caucasian,0.52670639721236,0.292474082024119,0.640348660133203,0.0712073307805619,0.0211057894788205,0
127,New Orleans,2006,May,2,1,Democrat,Male,Caucasian,0.522468347888499,0.310142007890079,0.630004045172157,0.0437358141140306,0.0417606231492186,0
128,Oakland,1994,November,2,1,Democrat,Male,Black,0.518755725696751,0.319965498116993,0.405916290634849,0.170930594168962,0.247701356123667,0
129,Charlotte,2007,November,2,1,Republican,Male,Caucasian,0.514692187684139,0.52445200627475,0.34339499424627,0.113654237919613,0.104225191976494,0
130,Eugene,2020,November,1,1,Democrat,Female,Caucasian,0.511039678672862,0.832551009494837,0.015626671103136,0.0997789687585412,0.0446459340946632,0
131,Lexington-Fayette County,2014,November,2,1,Democrat,Male,Caucasian,0.508516247422763,0.753787046407546,0.145608648740155,0.0703036980806608,0.0568786016151677,0
132,San Jose,1994,June,4,1,Democrat,Female,Caucasian,0.491674550170391,0.566785503020819,0.0422302909562586,0.280510960989837,0.36362094885498,0
133,Reno,2018,November,2,1,Democrat,Female,Caucasian,0.494049935835393,0.751852463233476,0.0282258948017459,0.246044962509801,0.0882357903046107,0
134,Milwaukee,2020,April,2,1,Democrat,Male,Caucasian,0.518826066188096,0.443535257035597,0.387472500117736,0.189752551518128,0.0426273404334049,0
135,San Jose,2002,March,6,1,Democrat,Male,Hispanic,0.492880530845876,0.465437554038625,0.0344172867635669,0.307658208424056,0.442022484316952,0
136,Charlotte,2011,November,2,1,Democrat,Male,Black,0.516958111132025,0.498423181579814,0.350522935545564,0.13202027964664,0.113465604759499,0
137,Omaha,1997,May,2,1,Republican,Male,Caucasian,0.515628475367509,0.800347973972708,0.132482556921279,0.0619542212138436,0.0470207617288112,0
138,Phoenix,1999,September,3,1,Republican,Male,Caucasian,0.492762319790864,0.721309671287207,0.0511205567192349,0.326599353314521,0.178046070744007,0
139,Baltimore,1995,November,2,1,Democrat,Male,Black,0.533448248910999,0.353647541870896,0.617731273218701,0.0136576864576776,0.0179390598826393,0
140,Milwaukee,2012,April,3,1,Democrat,Male,Caucasian,0.517843114093826,0.446910446309554,0.397273664932017,0.176486200152709,0.0969428894469619,0
141,Chula Vista,2018,November,2,1,Democrat,Female,Hispanic,0.508496112822136,0.625829971111675,0.0467507567662088,0.59449151060817,0.201406533965089,0
142,San Antonio,2007,May,7,1,Democrat,Male,Caucasian,0.513444770249978,0.711093017035782,0.0686104046373074,0.618381724545168,0.176577595710051,0
143,Charlotte,1999,November,2,1,Republican,Male,Caucasian,0.511541242090289,0.589904637538334,0.326268242623161,0.0676388306310912,0.065394922212285,0
144,New Orleans,2014,February,3,1,Democrat,Male,Caucasian,0.52002996190193,0.333687906059598,0.599110699284197,0.0534145304506331,0.0405304367361429,0
145,Mesa,2016,August,1,1,Republican,Male,Caucasian,0.506892575439195,0.797693909779343,0.0390295068116008,0.271545262374998,0.0677987380659783,0
146,Dallas,2003,May,5,1,Democrat,Female,Caucasian,0.497217877562589,0.507972304365016,0.256252138173139,0.375936064654178,0.20293505853237,0
147,Milwaukee,2000,April,2,1,Democrat,Male,Caucasian,0.521984207017391,0.499819087598455,0.373438374200551,0.120015277047242,0.0909587352212994,0
148,Omaha,2001,May,2,0,Republican,Male,Caucasian,0.512307779991102,0.778620126303439,0.133487422676557,0.0809330009132195,0.0607697788744741,1
149,Omaha,2017,May,2,1,Republican,Female,Caucasian,0.507230780034988,0.761502084813773,0.127255093394619,0.136619064310973,0.0551274454061119,0
150,Mesa,2012,August,1,1,Republican,Male,Caucasian,0.507767781151342,0.78003522210411,0.036225586904239,0.266281511702689,0.113316999064799,0
151,Minneapolis,1997,November,2,1,Democrat,Female,Black,0.502807099240108,0.691212033131664,0.164950001836288,0.0598092122703485,0.0879234650356788,0
152,Charlotte,1997,November,2,1,Republican,Male,Caucasian,0.514521216785411,0.604607816037162,0.324385947776737,0.0557347631366264,0.0558702858777226,0
153,Charlotte,1993,November,2,1,Republican,Male,Caucasian,0.520481166175656,0.634014173034818,0.320621358083888,0.0319266281476967,0.0368210132085977,0
154,Little Rock,2014,November,1,1,Democrat,Male,Caucasian,0.522167812343377,0.494652260903349,0.422036689114367,0.0702500404118297,0.0532207613529636,0
155,Baltimore,2016,November,9,0,Democrat,Female,Black,0.529938172658471,0.301154635740524,0.6290666702577,0.048428190452893,0.0322890255222302,1
156,Kansas City,1995,March,2,1,Democrat,Male,Black,0.520830826961006,0.637280435932437,0.304091979452048,0.0542087917977548,0.0415539812485133,0
157,San Antonio,2015,June,2,1,Democrat,Female,Black,0.5091634973843,0.764586914178676,0.0691531241568807,0.637184896647735,0.0952590830192415,0
158,Cincinnati,1997,November,1,1,Democrat,Female,Caucasian,0.530098359759421,0.55234546142794,0.414248200069108,0.0109041909832924,0.0196309346135276,0
159,Nashville-Davidson County,2011,August,4,1,Democrat,Male,Caucasian,0.515759674455367,0.607802012819328,0.283423771789935,0.100899113289048,0.0776787951900173,0
160,Phoenix,1995,October,2,1,Republican,Male,Caucasian,0.497837691933744,0.76378978273113,0.0514734768730881,0.270523875792958,0.148986868448907,0
161,Sacramento,2004,March,4,1,Democrat,Female,Caucasian,0.513706875447658,0.469814097005286,0.151418703983606,0.237106220305759,0.299571139300689,0
162,Fort Lauderdale,2020,November,2,1,Democrat,Male,Caucasian,0.47799293819813,0.611811862938864,0.321961537607426,0.184861539828118,0.016366503075659,0
163,Cincinnati,2001,November,2,1,Democrat,Male,Caucasian,0.5271789313617,0.52607225653365,0.431051572876521,0.0142894593373409,0.0231125256721222,0
164,Cincinnati,1995,November,1,1,Democrat,Female,Caucasian,0.531478108541486,0.567421636904554,0.404303519929439,0.0096613435053403,0.0179172725067665,0
165,Nashville-Davidson County,2003,August,6,1,Democrat,Male,Caucasian,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,0
166,Lubbock,2020,November,2,1,Republican,Male,Caucasian,0.507073046787289,0.80580340435925,0.0784515325919535,0.361491583645524,0.0258734454463445,0
167,Ann Arbor,2016,November,1,1,Democrat,Male,Caucasian,0.504234796114674,0.718315918506442,0.0717141917781604,0.0451502049551531,0.16285543897386,0
169,Fresno,2004,March,6,1,Republican,Unknown,Caucasian,0.508620905103662,0.49938551247803,0.08329724930604,0.426887437024852,0.350161426274758,0
170,Memphis,2011,October,10,1,Democrat,Male,Black,0.525537624364253,0.293740634267583,0.634099943370829,0.0656157975584866,0.0526494418414158,0
171,Nashville-Davidson County,1995,August,10,1,Democrat,Male,Caucasian,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,0
172,Boston,1997,November,1,1,Democrat,Male,Caucasian,0.518883924336845,0.569853898676005,0.254040102188774,0.133464951157627,0.141564313864212,0
173,Albuquerque,2013,October,3,1,Republican,Male,Caucasian,0.513900008714982,0.709692976757465,0.0329265731704821,0.474624323219169,0.13332142037466,0
174,Toledo,2005,November,2,1,Democrat,Male,Caucasian,0.518593191606179,0.675294590903662,0.253661954502642,0.0642887626103265,0.0354183414800573,0
175,Ann Arbor,2008,November,2,1,Democrat,Male,Caucasian,0.50685919753022,0.733350518152365,0.0794811938022573,0.0394526472890284,0.149614983220206,0
176,Toledo,1997,November,2,1,Democrat,Male,Caucasian,0.522429977214662,0.722509698831951,0.223950106073736,0.0501590779113216,0.0325584275046087,0
177,Little Rock,2010,November,2,1,Democrat,Male,Caucasian,0.523340774270891,0.48916413468097,0.42314648312354,0.0675678468820405,0.0667100721357558,0
178,Tucson,2007,November,2,1,Republican,Male,Caucasian,0.506741641803576,0.698525335621869,0.0479716741794495,0.398290688036884,0.186667264069517,0
179,Sacramento,1996,March,6,1,Unknown,Male,Hispanic,0.51487804782474,0.530112542734303,0.154032244587902,0.194669623964032,0.264660476819345,0
180,Louisville,1993,November,2,1,Democrat,Male,Caucasian,0.534268198172174,0.673250042222896,0.306599998003405,0.0101356888539119,0.0131419306496765,0
181,Omaha,1993,May,2,1,Republican,Male,Caucasian,0.519470166388974,0.822215315790245,0.131635134788505,0.0440590892562034,0.0336446811954481,0
182,San Antonio,2017,June,2,0,Democrat,Female,Black,0.508003398205195,0.780107405479136,0.069308115377422,0.639249581286125,0.0684593369318161,1
183,Cleveland,2005,November,2,0,Democrat,Female,Caucasian,0.523457256801017,0.393866948613243,0.521665077351262,0.0861099041454916,0.0563057638729157,1
184,Stockton,2020,November,2,0,Democrat,Male,Black,0.510277206462545,0.448170928893891,0.111506719960676,0.426633422587864,0.215420337097546,1
185,Buffalo,1997,November,4,1,Democrat,Male,Caucasian,0.531310645163913,0.575278240186127,0.352564077297938,0.0675513388681185,0.0472752661975103,0
186,Charlotte,2003,November,3,1,Republican,Male,Caucasian,0.512040226003333,0.557652601711418,0.334146077560615,0.0907608816103049,0.0847577910639638,0
187,Fremont,2020,November,6,1,Democrat,Female,Asian,0.504343768558582,0.238156443539493,0.0306184779842199,0.128739289047255,0.593721897005175,0
188,Madison,2011,April,2,0,Democrat,Male,Caucasian,0.507349692306313,0.78879748884834,0.0723308507015933,0.0685138048724311,0.101614236832497,1
189,Pittsburgh,2007,November,4,1,Democrat,Male,Caucasian,0.518198073249804,0.664886875926176,0.263894500583391,0.0199140065374488,0.0468694753966339,0
190,Minneapolis,2005,November,2,1,Democrat,Unknown,Caucasian,0.49731439927689,0.644634492011913,0.182850040470002,0.0904978200008038,0.108009172200393,0
191,El Paso,2020,December,2,1,Democrat,Male,Caucasian,0.510281503884156,0.800739320960323,0.0362511455356105,0.813570790790997,0.0143980771182663,0
192,Eugene,2012,November,1,1,Democrat,Female,Caucasian,0.511266424065718,0.852967928313156,0.0140149843150665,0.082445789589977,0.0660102125256266,0
193,Irvine,2020,November,4,0,Republican,Female,Caucasian,0.509747141753644,0.476659942816768,0.0170524643336982,0.103149470817149,0.430964610096025,1
194,Ann Arbor,2018,November,1,1,Democrat,Male,Caucasian,0.503270750440656,0.714423623724998,0.069861320016301,0.0465490951060604,0.165757035758102,0
195,Atlanta,2005,November,3,1,Democrat,Female,Black,0.503045587721338,0.357901405684902,0.577078717751399,0.0484444447537967,0.0467469717929285,0
196,Anchorage,2018,April,9,1,Democrat,Male,Caucasian,0.490510430290574,0.632700923524451,0.0556566773333602,0.088507102753071,0.101960775058482,0
197,Ann Arbor,2012,November,2,1,Democrat,Male,Caucasian,0.50616288746271,0.726100508069329,0.0754199353018792,0.0423524246533385,0.157052245405374,0
198,Charlotte,2005,November,4,1,Republican,Male,Caucasian,0.513366206843736,0.541052303993084,0.338770535903442,0.102207559764959,0.0944914915202289,0
199,Austin,2006,May,3,1,Democrat,Male,Caucasian,0.490892755866231,0.671164405086867,0.0890744613043176,0.333012215818749,0.199893478877276,0
