contest,full_name,ledb_candid,fips,geo_name,year,month,votes,vote_share,incumbent,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,candidate_count,cpi_prevYear,unemployment_prevYear
1714000_2007_2_chicago_IL_Mayor_mayor_1,richard daley,9991,1714000,chicago,2007,2.0,324519.0,0.71,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.45,33316410067.0,0.514760551976698,0.440847387756731,0.340821295498473,0.280327363930855,0.186059838165667,3,201.55833333333337,4.6
3651000_2017_11_new york_NY_Mayor_mayor_1,nicole malliotakis,35600,3651000,new york,2017,11.0,316948.0,0.28,0.0,lose,1,0.0,1.0,R,0.0,1.0,F,0.03,0.74,0.17,0.05,0.0,caucasian,0.7,5000003692213705.0,0.523626277331531,0.431090707038202,0.246823068276643,0.289246664709414,0.175935474648015,7,240.00541666666666,4.9
644000_2005_5_los angeles_CA_Mayor_mayor_1,antinio villaraigosa,69915,644000,los angeles,2005,5.0,289116.0,0.59,0.0,win,1,0.98,0.02,D,,,,0.0,0.0,1.0,0.0,0.0,hispanic,,,0.501713836289845,0.483582925553084,0.104321406245927,0.475053854625041,0.35535497672232,2,188.9083333333333,5.5
4260000_2003_11_philadelphia_PA_Mayor_mayor_1,john street,43769,4260000,philadelphia,2003,11.0,267276.0,0.58,1.0,win,1,1.0,0.0,D,0.99,0.01,M,1.0,0.0,0.0,0.0,0.0,black,,,0.533246220460796,0.438280243481239,0.432623816603996,0.0963533454935849,0.101887959061577,3,179.86666666666667,5.8
3651000_2013_11_new york_NY_Mayor_mayor_1,joe lhota,35582,3651000,new york,2013,11.0,264620.0,0.24,0.0,lose,1,0.24,0.76,R,1.0,0.0,M,0.0,0.97,0.03,0.0,0.0,caucasian,0.51,3815409872.0,0.524456288503903,0.43620147648282,0.251764785301421,0.287250789531368,0.222597754049593,18,229.58608333333333,8.1
1714000_2015_4_chicago_IL_Mayor_mayor_1,jes̼s 'chuy' garcia,9979,1714000,chicago,2015,4.0,258562.0,0.44,0.0,lose,1,1.0,0.0,D,,,,0.02,0.16,0.82,0.0,0.0,hispanic,,,0.514192179361558,0.474933189290023,0.312721090376807,0.288436248948182,0.127481289826554,2,236.715,6.2
644000_1997_4_los angeles_CA_Mayor_mayor_1,richard riordan,70168,644000,los angeles,1997,4.0,250771.0,0.61,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.58,28187853766.0,0.50042873624252,0.486997559040278,0.120636281553908,0.445449440535844,0.349143771768968,5,156.85833333333332,5.4
4260000_1995_11_philadelphia_PA_Mayor_mayor_1,ed rendell,43850,4260000,philadelphia,1995,11.0,237073.0,0.77,1.0,win,1,1.0,0.0,D,0.97,0.03,M,0.06,0.81,0.12,0.01,0.0,caucasian,-0.66,29075805121.0,0.53503433383343,0.492717071931679,0.415356217336226,0.0706053497520882,0.0784336426679577,4,148.225,6.1
4260000_2019_11_philadelphia_PA_Mayor_mayor_1,james 'jim' kenney,43757,4260000,philadelphia,2019,11.0,234749.0,0.81,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.526801671412432,0.40698122090542,0.422579825527148,0.144442628487433,0.0774661615591662,2,251.09949999999995,3.9
1714000_1995_4_chicago_IL_Mayor_mayor_1,roland burris,9990,1714000,chicago,1995,4.0,217315.0,0.36,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.82,0.16,0.0,0.0,0.01,black,-0.47,29105833409.0,0.517673355507798,0.43677366744928,0.379244470679977,0.228160788797647,0.166358349468566,4,148.225,6.1
644000_2005_5_los angeles_CA_Mayor_mayor_1,james kenneth hahn,70156,644000,los angeles,2005,5.0,203968.0,0.41,1.0,lose,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.501713836289845,0.483582925553084,0.104321406245927,0.475053854625041,0.35535497672232,2,188.9083333333333,5.5
4260000_2003_11_philadelphia_PA_Mayor_mayor_1,sam katz,43865,4260000,philadelphia,2003,11.0,189357.0,0.41,0.0,lose,1,0.15,0.85,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.35,5754570618.0,0.533246220460796,0.438280243481239,0.432623816603996,0.0963533454935849,0.101887959061577,3,179.86666666666667,5.8
666000_2016_6_san diego_CA_Mayor_mayor_1,kevin faulconer,73768,666000,san diego,2016,6.0,181147.0,0.57,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.98,2966993991.0,0.49517941229391,0.62624433957426,0.0652579322793135,0.29705002966743,0.21507937541661,3,237.00175000000002,5.3
2148000_2018_11_louisville_KY_Mayor_mayor_1,greg fischer,15721,2148000,louisville,2018,11.0,177749.0,0.61,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.02,3935863320.0,0.527172746467055,0.629357884096772,0.330116184224391,0.0185574735297446,0.0215625743957601,9,245.121,4.4
2404000_2004_11_baltimore_MD_Mayor_mayor_1,martin o'malley,18175,2404000,baltimore,2004,11.0,173030.0,0.87,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.8,108852871.0,0.531914398507819,0.308216716799073,0.640986045106435,0.02691452629387,0.0302541496693132,4,184.0,6.0
2148000_2014_11_louisville_KY_Mayor_mayor_1,greg fischer,15721,2148000,louisville,2014,11.0,172810.0,0.69,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.02,3935863320.0,0.527172746467055,0.629357884096772,0.330116184224391,0.0185574735297446,0.0215625743957601,2,232.95174999999998,7.4
1517000_2008_11_honolulu_HI_Mayor_mayor_1,mufi hannemann,6981,1517000,honolulu,2008,11.0,172798.0,0.58,1.0,win,1,1.0,0.0,D,,,,0.0,0.0,0.0,1.0,0.0,asian,,,0.508611434736868,0.196667895398176,0.0162461624562433,0.0436666065754177,0.635970801034287,2,207.34416666666667,4.6
1150000_2018_11_washington_DC_Mayor_mayor_1,muriel bowser,869,1150000,washington,2018,11.0,171608.0,0.8,1.0,win,1,1.0,0.0,D,0.01,0.99,F,1.0,0.0,0.0,0.0,0.0,black,-0.91,5000003181121539.0,0.525969981947,0.407080734616827,0.471931170773017,0.106192639912955,0.0470671631977481,4,245.121,4.4
4805000_2018_11_austin_TX_Mayor_mayor_1,stephen adler,48425,4805000,austin,2018,11.0,171198.0,0.59,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.492791167062627,0.717621412336756,0.0789312229682711,0.341583984537161,0.0993051124117755,7,245.121,4.4
2148000_2002_11_louisville_KY_Mayor_mayor_1,jerry abramson,15725,2148000,louisville,2002,11.0,170384.0,0.74,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.4,2724891475.0,0.527172746467055,0.629357884096772,0.330116184224391,0.0185574735297446,0.0215625743957601,4,177.04166666666666,4.7
4835000_1993_11_houston_TX_Mayor_mayor_1,bob lanier,50877,4835000,houston,1993,11.0,169752.0,0.91,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.502868085684657,0.516618817198516,0.272551030344273,0.305625133579397,0.198302572605702,5,140.3083333333333,7.5
4835000_2005_11_houston_TX_Mayor_mayor_1,bill white,50878,4835000,houston,2005,11.0,168331.0,0.91,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.499420653998524,0.49892821845768,0.24527160434818,0.4060788108491,0.217980464170445,5,188.9083333333333,5.5
1714000_1999_2_chicago_IL_Mayor_mayor_1,bobby rush,9360,1714000,chicago,1999,2.0,167845.0,0.28,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-1.0,2871954339.0,0.515385710598579,0.423075254370956,0.370048649938449,0.253819957826932,0.177183858224164,2,163.00833333333335,4.5
4159000_2020_11_portland_OR_Mayor_mayor_1,ted wheeler,42163,4159000,portland,2020,11.0,167260.0,0.53,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.12,4183393700.0,0.504302709940167,0.773760985353895,0.0580451300266082,0.0971592661295447,0.0817522637073816,2,255.65258333333335,3.7
2148000_2006_11_louisville_KY_Mayor_mayor_1,jerry abramson,15725,2148000,louisville,2006,11.0,164414.0,0.67,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.4,2724891475.0,0.527172746467055,0.629357884096772,0.330116184224391,0.0185574735297446,0.0215625743957601,3,195.26666666666665,5.1
4835000_2001_12_houston_TX_Mayor_mayor_1,lee brown,50897,4835000,houston,2001,12.0,160507.0,0.51,1.0,win,1,1.0,0.0,D,0.89,0.11,M,1.0,0.0,0.0,0.0,0.0,black,-1.0,35156181618.0,0.500401935850915,0.493968577930397,0.251547422176894,0.380500529866483,0.218236646756503,2,172.1916666666667,4.0
666000_2004_11_san diego_CA_Mayor_mayor_1,dick murphy,73852,666000,san diego,2004,11.0,157959.0,0.35,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,103207863.0,0.495338871596976,0.596635614217108,0.0740958578144913,0.267447541659127,0.273835882186334,3,184.0,6.0
666000_1996_3_san diego_CA_Mayor_mayor_1,susan golding,73875,666000,san diego,1996,3.0,157385.0,0.78,1.0,win,1,0.0,1.0,R,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.493427318335765,0.629544760906755,0.084740795216559,0.235072781742648,0.2505903641985,6,152.38333333333335,5.6
4835000_2001_12_houston_TX_Mayor_mayor_1,orlando sanchez,50802,4835000,houston,2001,12.0,156124.0,0.49,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,,,0.500401935850915,0.493968577930397,0.251547422176894,0.380500529866483,0.218236646756503,2,172.1916666666667,4.0
666000_2004_11_san diego_CA_Mayor_mayor_1,donna frye,73723,666000,san diego,2004,11.0,155851.0,0.34,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.32,5000002945995614.0,0.495338871596976,0.596635614217108,0.0740958578144913,0.267447541659127,0.273835882186334,3,184.0,6.0
666000_2014_2_san diego_CA_Mayor_mayor_1,kevin faulconer,73768,666000,san diego,2014,2.0,153491.0,0.53,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.98,2966993991.0,0.495020686823631,0.613806925004993,0.0659286387190469,0.293902871438806,0.239020696811145,2,232.95174999999998,7.4
644000_2009_3_los angeles_CA_Mayor_mayor_1,antonio villaraigosa,69915,644000,los angeles,2009,3.0,152613.0,0.56,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,-0.1,32373210396.0,0.501871314402543,0.494996930022486,0.0978807825025402,0.482884381285759,0.352774861878979,10,215.25424999999998,5.8
455000_2020_11_phoenix_AZ_Mayor_mayor_1,merissa hamilton,45652,455000,phoenix,2020,11.0,152172.0,0.26,0.0,lose,1,0.0,1.0,R,0.0,1.0,F,0.01,0.98,0.0,0.0,0.0,caucasian,,,0.501673895617743,0.728730931766173,0.0711609248403415,0.426193358672935,0.0378942778917794,5,255.65258333333335,3.7
4159000_2020_11_portland_OR_Mayor_mayor_1,sarah iannarone,42160,4159000,portland,2020,11.0,147964.0,0.47,0.0,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.46,5000000105556156.0,0.504302709940167,0.773760985353895,0.0580451300266082,0.0971592661295447,0.0817522637073816,2,255.65258333333335,3.7
1517000_2016_11_honolulu_HI_Mayor_mayor_1,kirk caldwell,7063,1517000,honolulu,2016,11.0,147941.0,0.52,1.0,win,1,1.0,0.0,D,0.95,0.05,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.33,3822461777.0,0.508611434736868,0.196667895398176,0.0162461624562433,0.0436666065754177,0.635970801034287,2,237.00175000000002,5.3
1517000_1996_11_honolulu_HI_Mayor_mayor_1,jeremy harris,7059,1517000,honolulu,1996,11.0,146034.0,0.57,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2541789539.0,0.507662535298416,0.224800053912508,0.0150270509418464,0.0444920859803368,0.668270756754522,2,152.38333333333335,5.6
666000_2004_11_san diego_CA_Mayor_mayor_1,ron roberts,73817,666000,san diego,2004,11.0,141884.0,0.31,0.0,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.495338871596976,0.596635614217108,0.0740958578144913,0.267447541659127,0.273835882186334,3,184.0,6.0
644000_1997_4_los angeles_CA_Mayor_mayor_1,thomas 'tom' hayden,70123,644000,los angeles,1997,4.0,140648.0,0.34,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.01,0.99,0.0,0.0,0.0,caucasian,-0.75,29326006553.0,0.50042873624252,0.486997559040278,0.120636281553908,0.445449440535844,0.349143771768968,5,156.85833333333332,5.4
4835000_1999_11_houston_TX_Mayor_mayor_1,lee brown,50897,4835000,houston,1999,11.0,139150.0,0.67,1.0,win,1,1.0,0.0,D,0.89,0.11,M,1.0,0.0,0.0,0.0,0.0,black,-1.0,35156181618.0,0.500964517652676,0.496141546284282,0.25589275573553,0.364322984472053,0.215443818146258,3,163.00833333333335,4.5
2622000_1997_11_detroit_MI_Mayor_mayor_1,dennis archer,22812,2622000,detroit,1997,11.0,138175.0,0.83,1.0,win,1,0.97,0.03,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,,,0.530949133602779,0.150680202156386,0.797882356028193,0.0430176835591648,0.0318411307598291,2,156.85833333333332,5.4
666000_2014_2_san diego_CA_Mayor_mayor_1,david alvarez,73719,666000,san diego,2014,2.0,136701.0,0.47,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,,,0.495020686823631,0.613806925004993,0.0659286387190469,0.293902871438806,0.239020696811145,2,232.95174999999998,7.4
4260000_2011_11_philadelphia_PA_Mayor_mayor_1,michael nutter,43794,4260000,philadelphia,2011,11.0,136532.0,0.75,1.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.75,2847945959.0,0.528135866611956,0.409989926134628,0.432470365212877,0.125331407443687,0.118046268591652,3,218.0761666666667,9.6
1517000_2016_11_honolulu_HI_Mayor_mayor_1,charles djou,6894,1517000,honolulu,2016,11.0,135710.0,0.48,0.0,lose,1,0.06,0.94,R,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,,,0.508611434736868,0.196667895398176,0.0162461624562433,0.0436666065754177,0.635970801034287,2,237.00175000000002,5.3
2404000_2016_11_baltimore_MD_Mayor_mayor_1,catherine pugh,18164,2404000,baltimore,2016,11.0,134848.0,0.58,0.0,win,1,1.0,0.0,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,-0.2,5000002495760421.0,0.529938172658471,0.301154635740524,0.6290666702577,0.048428190452893,0.0322890255222302,9,237.00175000000002,5.3
667000_1999_12_san francisco_CA_Mayor_mayor_1,willie brown,74208,667000,san francisco,1999,12.0,131983.0,0.6,1.0,win,1,1.0,0.0,D,0.99,0.01,M,1.0,0.0,0.0,0.0,0.0,black,-0.44,4167384347.0,0.492441582386285,0.500506993018788,0.081036296646384,0.140794186167499,0.375440007048724,2,163.00833333333335,4.5
1517000_2008_11_honolulu_HI_Mayor_mayor_1,ann kobayashi,6873,1517000,honolulu,2008,11.0,125626.0,0.42,0.0,lose,1,1.0,0.0,D,0.02,0.98,F,0.0,0.0,0.0,1.0,0.0,asian,-0.31,5000003248174724.0,0.508611434736868,0.196667895398176,0.0162461624562433,0.0436666065754177,0.635970801034287,2,207.34416666666667,4.6
667000_2019_11_san francisco_CA_Mayor_mayor_1,london breed,74023,667000,san francisco,2019,11.0,125200.0,0.71,1.0,win,1,1.0,0.0,D,0.09,0.91,F,1.0,0.0,0.0,0.0,0.0,black,-0.55,5000003034021604.0,0.490216697619038,0.466157343053277,0.0529287243505919,0.152251873709078,0.349905651395553,7,251.09949999999995,3.9
5182000_2012_11_virginia beach_VA_Mayor_mayor_1,will sessoms,55137,5182000,virginia beach,2012,11.0,124133.0,0.69,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.27,0.72,0.0,0.01,0.0,caucasian,0.67,29085828373.0,0.509999270255373,0.674409902286641,0.194992511321308,0.0692866071571693,0.0792271302542176,3,224.923,8.9
2622000_2005_11_detroit_MI_Mayor_mayor_1,kwame kilpatrick,22821,2622000,detroit,2005,11.0,123140.0,0.53,1.0,win,1,1.0,0.0,D,0.97,0.03,M,1.0,0.0,0.0,0.0,0.0,black,-0.22,29185925461.0,0.527813881726141,0.114354360389404,0.821208608297694,0.0588911801198149,0.0382171196204226,2,188.9083333333333,5.5
3918000_2011_11_columbus_OH_Mayor_mayor_1,michael coleman,40286,3918000,columbus,2011,11.0,122475.0,0.7,1.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,,,0.511650325260949,0.611737104895286,0.280842383862848,0.0568954302894796,0.0686274422715178,3,218.0761666666667,9.6
668000_2018_6_san jose_CA_Mayor_mayor_1,sam liccardo,74303,668000,san jose,2018,6.0,120846.0,0.76,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.33,3262149579.0,0.49564419740138,0.404803065906778,0.0303802710554103,0.319188144502536,0.383682058871945,4,245.121,4.4
5363000_1993_11_seattle_WA_Mayor_mayor_1,norm rice,56261,5363000,seattle,1993,11.0,119695.0,0.65,1.0,win,1,1.0,0.0,D,0.97,0.03,M,1.0,0.0,0.0,0.0,0.0,black,-0.76,4079315949.0,0.508634302630441,0.737536630005694,0.0957526029207671,0.0407051102190352,0.140372470509587,2,140.3083333333333,7.5
667000_2018_6_san francisco_CA_Mayor_mayor_1,london breed,74023,667000,san francisco,2018,6.0,115977.0,0.34,1.0,win,1,1.0,0.0,D,0.09,0.91,F,1.0,0.0,0.0,0.0,0.0,black,-0.55,5000003034021604.0,0.490497272370885,0.468230001189169,0.053791128030891,0.15213809912069,0.355775397190742,9,245.121,4.4
2205000_2012_11_baton rouge_LA_Mayor_mayor_1,melvin 'kip' holden,16118,2205000,baton rouge,2012,11.0,115303.0,0.6,1.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,,,0.519371621228855,0.392312778501433,0.545600030300191,0.0339909305859953,0.043758683749344,4,224.923,8.9
5363000_2005_11_seattle_WA_Mayor_mayor_1,greg nickels,56255,5363000,seattle,2005,11.0,115257.0,0.65,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.49,3034022780.0,0.500880125071502,0.69784574163375,0.0818835755376836,0.0595052398808797,0.163310002062505,2,188.9083333333333,5.5
5182000_2020_11_virginia beach_VA_Mayor_mayor_1,robert 'bobby' dyer,55108,5182000,virginia beach,2020,11.0,113567.0,0.52,1.0,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.88,2532787769.0,0.50838847536989,0.662697328526591,0.190157285301454,0.0817079482275695,0.066925662093154,3,255.65258333333335,3.7
667000_2018_6_san francisco_CA_Mayor_mayor_1,mark leno,74053,667000,san francisco,2018,6.0,113431.0,0.34,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.54,3818440208.0,0.490497272370885,0.468230001189169,0.053791128030891,0.15213809912069,0.355775397190742,9,245.121,4.4
4835000_2019_12_houston_TX_Mayor_mayor_1,sylvester turner,50904,4835000,houston,2019,12.0,113262.0,0.56,1.0,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.12,3822466002.0,0.500520183204619,0.563723423232366,0.227031029281768,0.448484810533993,0.0827118986509193,2,251.09949999999995,3.9
5553000_2016_4_milwaukee_WI_Mayor_mayor_1,tom barrett,57974,5553000,milwaukee,2016,4.0,110437.0,0.7,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.58,4068297898.0,0.518334590140961,0.445222851672575,0.392373082524877,0.183119375835419,0.0697851149401834,2,237.00175000000002,5.3
1517000_1996_11_honolulu_HI_Mayor_mayor_1,arnold morgado,7047,1517000,honolulu,1996,11.0,108746.0,0.43,0.0,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,0.0,0.0,1.0,0.0,asian,,,0.507662535298416,0.224800053912508,0.0150270509418464,0.0444920859803368,0.668270756754522,2,152.38333333333335,5.6
2622000_2005_11_detroit_MI_Mayor_mayor_1,freeman hendrix,22816,2622000,detroit,2005,11.0,108600.0,0.47,0.0,lose,1,0.98,0.02,D,0.97,0.03,M,0.85,0.15,0.0,0.0,0.0,black,,,0.527813881726141,0.114354360389404,0.821208608297694,0.0588911801198149,0.0382171196204226,2,188.9083333333333,5.5
